수준,어휘,길잡이말,품사,中文,길잡이말,中文,품사,中文,어휘
중급,얕다,河강이,形容詞형용사,淺的,강이,河,형용사,形容詞,얕다
중급,얘,這個孩子이 아이,縮寫詞줄어든 말,孩子,이 아이,這個孩子,줄어든 말,縮寫詞,얘03
중급,-어,韓國人한국어,詞綴접사,呃,한국어,韓國人,접사,詞綴,-어08
중급,어긋나다,骨뼈가,動詞동사,不同步,뼈가,骨,동사,動詞,어긋나다
중급,어기다,承諾약속을,動詞동사,休息,약속을,承諾,동사,動詞,어기다01
중급,어느덧,還沒反應過來就消失了。어느덧 사라지다,副詞부사,不知不覺中,어느덧 사라지다,還沒反應過來就消失了。,부사,副詞,어느덧
중급,어느새,不知不覺中，他們都長大了。어느새 다 자라다,副詞부사,不知不覺中,어느새 다 자라다,不知不覺中，他們都長大了。,부사,副詞,어느새
중급,어둠,傳播이 깔리다,名詞명사,黑暗的,이 깔리다,傳播,명사,名詞,어둠
중급,어떡하다,促成某事發生어떠하게 하다,縮寫詞줄어든 말,該怎麼辦,어떠하게 하다,促成某事發生,줄어든 말,縮寫詞,어떡하다
중급,어려움,體驗을 겪다,名詞명사,困難,을 겪다,體驗,명사,名詞,어려움
중급,어려워하다,進階的선배를,動詞동사,難以,선배를,進階的,동사,動詞,어려워하다
중급,어르신,滿足을 뵙다,名詞명사,老年,을 뵙다,滿足,명사,名詞,어르신
중급,어리석다,想法생각이,形容詞형용사,愚蠢,생각이,想法,형용사,形容詞,어리석다
중급,어린애,照顧를 보살피다,名詞명사,孩子,를 보살피다,照顧,명사,名詞,어린애
중급,어머,"我的天，下雪了！어머, 눈이 오네",欹감탄사,哦,"어머, 눈이 오네",我的天，下雪了！,감탄사,欹,어머
중급,어색하다,這種關係사이가,形容詞형용사,這很尷尬,사이가,這種關係,형용사,形容詞,어색하다02
중급,어저께,昨天早上어저께 아침,副詞/名詞부사/명사,昨天,어저께 아침,昨天早上,부사/명사,副詞/名詞,어저께
중급,어지럽다,頭머리가,形容詞형용사,我感覺頭昏眼花,머리가,頭,형용사,形容詞,어지럽다
중급,어쨌든,總之，謝謝。어쨌든 고맙다,副詞부사,反正,어쨌든 고맙다,總之，謝謝。,부사,副詞,어쨌든
중급,어쩌다,偶然어쩌다가,副詞부사,偶然,어쩌다가,偶然,부사,副詞,어쩌다02
중급,어쩌면,或許你也是어쩌면 너도,副詞부사,也許,어쩌면 너도,或許你也是,부사,副詞,어쩌면
중급,어쩐지,感覺有點奇怪。어쩐지 이상하다,副詞부사,不知何故,어쩐지 이상하다,感覺有點奇怪。,부사,副詞,어쩐지
중급,어찌나,她好可愛어찌나 귀여운지,副詞부사,太神奇了,어찌나 귀여운지,她好可愛,부사,副詞,어찌나
중급,어찌하다,我無能為力。어찌할 수 없다,動詞동사,如何,어찌할 수 없다,我無能為力。,동사,動詞,어찌하다
중급,어차피,反正也不行。어차피 안 되다,副詞부사,反正,어차피 안 되다,反正也不行。,부사,副詞,어차피
중급,어휘,記住를 외우다,名詞명사,詞彙,를 외우다,記住,명사,名詞,어휘02
중급,어휴,"哎呀，真是亂成一團。어휴, 정신이 없군",欹감탄사,哦，我的,"어휴, 정신이 없군",哎呀，真是亂成一團。,감탄사,欹,어휴
중급,억양,提升을 높이다,名詞명사,語調,을 높이다,提升,명사,名詞,억양
중급,억울하다,死亡죽음이,形容詞형용사,我感到很委屈。,죽음이,死亡,형용사,形容詞,억울하다
중급,억지로,強顏歡笑억지로 웃다,副詞부사,強制,억지로 웃다,強顏歡笑,부사,副詞,억지로
중급,언급,避免을 피하다,名詞명사,提到,을 피하다,避免,명사,名詞,언급
중급,언덕,爬을 오르다,名詞명사,爬坡道,을 오르다,爬,명사,名詞,언덕
중급,언론,媒體언론 매체,名詞명사,媒體,언론 매체,媒體,명사,名詞,언론
중급,언젠가,在未來的某個時候미래의 언젠가,副詞부사,總有一天,미래의 언젠가,在未來的某個時候,부사,副詞,언젠가
중급,얹다,跪著무릎 위에,動詞동사,穿,무릎 위에,跪著,동사,動詞,얹다
중급,얻어먹다,乞討구걸해서,動詞동사,獲得免費餐食,구걸해서,乞討,동사,動詞,얻어먹다
중급,얼룩,刪除을 지우다,名詞명사,弄髒,을 지우다,刪除,명사,名詞,얼룩
중급,얼른,趕緊起床얼른 일어나다,副詞부사,趕快,얼른 일어나다,趕緊起床,부사,副詞,얼른02
중급,얼리다,冰얼음을,動詞동사,凍結,얼음을,冰,동사,動詞,얼리다03
중급,얼마간,一些錢얼마간의 돈,名詞명사,有些,얼마간의 돈,一些錢,명사,名詞,얼마간
중급,엄격,嚴格應用엄격 적용,名詞명사,嚴重性,엄격 적용,嚴格應用,명사,名詞,엄격02
중급,엄숙하다,氣氛분위기가,形容詞형용사,莊嚴,분위기가,氣氛,형용사,形容詞,엄숙하다
중급,엄청나다,損害피해가,形容詞형용사,真是太神奇了,피해가,損害,형용사,形容詞,엄청나다
중급,업계,服務業서비스 업계,名詞명사,產業,서비스 업계,服務業,명사,名詞,업계01
중급,업다,弟弟妹妹동생을,動詞동사,背在背上,동생을,弟弟妹妹,동사,動詞,업다
중급,업무,委託를 맡기다,名詞명사,工作,를 맡기다,委託,명사,名詞,업무02
중급,업적,留下을 남기다,名詞명사,成就,을 남기다,留下,명사,名詞,업적
중급,업체,與…進行交易와 거래하다,名詞명사,公司,와 거래하다,與…進行交易,명사,名詞,업체
중급,없애다,擔心근심을,動詞동사,消除,근심을,擔心,동사,動詞,없애다
중급,없어지다,那匹馬말이,動詞동사,消失,말이,那匹馬,동사,動詞,없어지다
중급,없이,無罪죄 없이,副詞부사,沒有,죄 없이,無罪,부사,副詞,없이
중급,엉뚱하다,答案대답이,形容詞형용사,奇異,대답이,答案,형용사,形容詞,엉뚱하다
중급,엉망,製成으로 만들다,名詞명사,一團糟,으로 만들다,製成,명사,名詞,엉망
중급,엉터리,說話方式로 말하다,名詞명사,廢話,로 말하다,說話方式,명사,名詞,엉터리
중급,엊그제,前天早上엊그제 아침,名詞/副詞명사/부사,前天,엊그제 아침,前天早上,명사/부사,名詞/副詞,엊그제
중급,엎드리다,面朝下睡覺엎드려 자다,動詞동사,伏地,엎드려 자다,面朝下睡覺,동사,動詞,엎드리다
중급,에너지,溢出가 넘치다,名詞명사,活力,가 넘치다,溢出,명사,名詞,에너지
중급,에스컬레이터,騎에 타다,名詞명사,電扶梯,에 타다,騎,명사,名詞,에스컬레이터
중급,여,女性여자,名詞명사,女性,여자,女性,명사,名詞,여07
중급,-여,十年십여 년,詞綴접사,-女性,십여 년,十年,접사,詞綴,-여27
중급,여가,享受를 즐기다,名詞명사,閒暇,를 즐기다,享受,명사,名詞,여가03
중급,여간,這並非一件普通的事。여간 ~이 아니다,副詞부사,葉根,여간 ~이 아니다,這並非一件普通的事。,부사,副詞,여간
중급,여건,這很好이 좋다,名詞명사,狀況,이 좋다,這很好,명사,名詞,여건01
중급,여고,高中時代여고 시절,名詞명사,女子高中,여고 시절,高中時代,명사,名詞,여고01
중급,여관,睡懶覺에서 자다,名詞명사,飯店,에서 자다,睡懶覺,명사,名詞,여관03
중급,여기다,作為家人가족으로,動詞동사,思考,가족으로,作為家人,동사,動詞,여기다
중급,여덟째,第八天여덟째 날,數字 · 形容詞/名詞수사·관형사/명사,第八,여덟째 날,第八天,수사·관형사/명사,數字 · 形容詞/名詞,여덟째
중급,여드름,這就是我。이 나다,名詞명사,疙瘩,이 나다,這就是我。,명사,名詞,여드름
중급,여럿,眾多여럿 가운데,名詞명사,許多,여럿 가운데,眾多,명사,名詞,여럿
중급,여름철,夏季天氣여름철 날씨,名詞명사,夏天,여름철 날씨,夏季天氣,명사,名詞,여름철
중급,여름휴가,離開를 떠나다,名詞명사,暑假,를 떠나다,離開,명사,名詞,여름휴가
중급,여보,"親愛的，妻子여보, 마누라",欹감탄사,蜂蜜,"여보, 마누라",親愛的，妻子,감탄사,欹,여보01
중급,여부,事實狀況사실 여부,名詞명사,無論,사실 여부,事實狀況,명사,名詞,여부01
중급,여섯째,第六天여섯째 날,數字 · 形容詞/名詞수사·관형사/명사,第六,여섯째 날,第六天,수사·관형사/명사,數字 · 形容詞/名詞,여섯째
중급,여유,有가 있다,名詞명사,空閒的,가 있다,有,명사,名詞,여유
중급,여유롭다,時間시간이,形容詞형용사,輕鬆,시간이,時間,형용사,形容詞,여유롭다
중급,여인,中年婦女중년 여인,名詞명사,女士,중년 여인,中年婦女,명사,名詞,여인01
중급,여전히,還是一樣여전히 그대로,副詞부사,仍然,여전히 그대로,還是一樣,부사,副詞,여전히
중급,여쭈다,致老師선생님께,動詞동사,問,선생님께,致老師,동사,動詞,여쭈다
중급,여행가,背包客배낭 여행가,名詞명사,遊客,배낭 여행가,背包客,명사,名詞,여행가
중급,역사가,研究가 연구하다,名詞명사,歷史學家,가 연구하다,研究,명사,名詞,역사가
중급,역사상,在韓國歷史上한국 역사상,名詞명사,在歷史上,한국 역사상,在韓國歷史上,명사,名詞,역사상02
중급,역사적,歷史記錄역사적 기록,形容詞和名詞관형사·명사,經典的,역사적 기록,歷史記錄,관형사·명사,形容詞和名詞,역사적
중급,역할,決定을 정하다,名詞명사,角色,을 정하다,決定,명사,名詞,역할
중급,엮다,稻草짚을,動詞동사,編,짚을,稻草,동사,動詞,엮다
중급,연,年降水量연 강수량,名詞명사,風箏,연 강수량,年降水量,명사,名詞,연02
중급,연간,年收入연간 수입,名詞명사,年度的,연간 수입,年收入,명사,名詞,연간02
중급,연고,申請를 바르다,名詞명사,軟膏,를 바르다,申請,명사,名詞,연고04
중급,연관,有이 있다,名詞명사,關係,이 있다,有,명사,名詞,연관06
중급,연구,埋頭에 몰두하다,名詞명사,研究,에 몰두하다,埋頭,명사,名詞,연구03
중급,연구소,建立를 세우다,名詞명사,研究所,를 세우다,建立,명사,名詞,연구소
중급,연구실,在…學習에서 공부하다,名詞명사,實驗室,에서 공부하다,在…學習,명사,名詞,연구실
중급,연구원,變得이 되다,名詞명사,研究員,이 되다,變得,명사,名詞,연구원01
중급,연구원,在…工作에서 일하다,名詞명사,研究員,에서 일하다,在…工作,명사,名詞,연구원02
중급,연구자,工作로 일하다,名詞명사,研究員,로 일하다,工作,명사,名詞,연구자
중급,연기,無限期延後무기한 연기,名詞명사,表現,무기한 연기,無限期延後,명사,名詞,연기05
중급,연기,香菸煙霧담배 연기,名詞명사,表現,담배 연기,香菸煙霧,명사,名詞,연기09
중급,연기,演員的表演배우의 연기,名詞명사,表現,배우의 연기,演員的表演,명사,名詞,연기10
중급,연기자,戲劇演員드라마 연기자,名詞명사,演員,드라마 연기자,戲劇演員,명사,名詞,연기자
중급,연도,畢業年份졸업 연도,名詞명사,年,졸업 연도,畢業年份,명사,名詞,연도01
중급,연두색,淺綠色嫩芽연두색 새싹,名詞명사,淺綠色,연두색 새싹,淺綠色嫩芽,명사,名詞,연두색
중급,연령,年齡限制연령 제한,名詞명사,年,연령 제한,年齡限制,명사,名詞,연령01
중급,연못,陷入에 빠지다,名詞명사,池塘,에 빠지다,陷入,명사,名詞,연못
중급,연봉,我的工資正在上漲연봉이 오르다,名詞명사,年薪,연봉이 오르다,我的工資正在上漲,명사,名詞,연봉02
중급,연설,結束을 마치다,名詞명사,演講,을 마치다,結束,명사,名詞,연설02
중급,연속,連續一周일주일 연속,名詞명사,順序,일주일 연속,連續一周,명사,名詞,연속02
중급,연애,浪漫情愫연애 감정,名詞명사,戀愛關係,연애 감정,浪漫情愫,명사,名詞,연애05
중급,연인,戀人연인 사이,名詞명사,情人,연인 사이,戀人,명사,名詞,연인06
중급,연장,加班연장 근무,名詞명사,延長,연장 근무,加班,명사,名詞,연장05
중급,연주,鋼琴피아노 연주,名詞명사,演繹,피아노 연주,鋼琴,명사,名詞,연주06
중급,연주회,鋼琴獨奏會피아노 연주회,名詞명사,音樂會,피아노 연주회,鋼琴獨奏會,명사,名詞,연주회
중급,연체,逾期未還的書籍연체 도서,名詞명사,逾期,연체 도서,逾期未還的書籍,명사,名詞,연체01
중급,연체료,生產를 내다,名詞명사,滯納金,를 내다,生產,명사,名詞,연체료
중급,연출,電影導演영화 연출,名詞명사,生產,영화 연출,電影導演,명사,名詞,연출02
중급,연탄,時機已到。을 때다,名詞명사,煤炭球,을 때다,時機已到。,명사,名詞,연탄03
중급,연하다,肉고기가,形容詞형용사,柔軟的,고기가,肉,형용사,形容詞,연하다01
중급,연합,歐洲聯盟유럽 연합,名詞명사,聯邦,유럽 연합,歐洲聯盟,명사,名詞,연합03
중급,열기,高溫뜨거운 열기,名詞명사,開幕,뜨거운 열기,高溫,명사,名詞,열기07
중급,열리다,水果열매가,動詞동사,打開,열매가,水果,동사,動詞,열리다01
중급,열매,它打開가 열리다,名詞명사,水果,가 열리다,它打開,명사,名詞,열매01
중급,열쇠고리,插入에 끼우다,名詞명사,鑰匙鏈,에 끼우다,插入,명사,名詞,열쇠고리
중급,열정,傾倒을 쏟다,名詞명사,熱情,을 쏟다,傾倒,명사,名詞,열정02
중급,열중,做을 하다,名詞명사,浸沒,을 하다,做,명사,名詞,열중
중급,열째,第十天열째 날,數字 · 形容詞/名詞수사·관형사/명사,第十,열째 날,第十天,수사·관형사/명사,數字 · 形容詞/名詞,열째
중급,염색,引入을 들이다,名詞명사,染色,을 들이다,引入,명사,名詞,염색01
중급,엿보다,窺視몰래 엿보다,動詞동사,注意,몰래 엿보다,窺視,동사,動詞,엿보다
중급,영,我真的不知道。영 모르겠다,副詞부사,零,영 모르겠다,我真的不知道。,부사,副詞,영03
중급,영리하다,頭머리가,形容詞형용사,聰明的,머리가,頭,형용사,形容詞,영리하다01
